Age,Gender,Occupation,Employment Type,Education,Annual Income,Monthly Income,Monthly Expenses,Credit Score,Loan Amount,Existing Loans,Debt Ratio,Years of Employment,Marital Status,Residence Type,Dependents,Bank Balance,Savings,Investment,Loan History,Credit History,Approval Status
46,Female,Self-Employed,Full-time,Bachelor,55083,4590.25,2241.96,564,19002,1,0.5417,19.5,Married,Mortgaged,0,7924.0,3783,2213,Bad,Bad,Rejected
55,Male,Self-Employed,Full-time,Bachelor,60066,5005.5,2697.07,775,13424,0,0.5388,20.9,Married,Rented,1,15801.0,7691,11266,Good,Good,Approved
70,Male,Sales Executive,Full-time,Bachelor,66468,5539.0,1504.2,498,16234,2,0.3459,12.7,Single,Rented,0,10227.0,6328,8609,Bad,Bad,Rejected
45,Male,Software Engineer,Full-time,High School,72273,6022.75,1990.51,510,4837,0,0.3305,21.0,Married,Mortgaged,0,2233.0,1052,5673,Good,Bad,Rejected
44,Female,Accountant,Full-time,Bachelor,58673,4889.42,1340.01,722,7369,0,0.2741,8.8,Married,Owned,1,7533.0,3468,4383,Good,Good,Approved
33,Male,Manager,Self-employed,High School,52863,4405.25,2093.92,345,3837,0,0.4753,7.3,Single,Owned,1,11090.0,6951,1343,None,Bad,Rejected
27,Male,Accountant,Full-time,High School,45040,3753.33,1096.91,759,25710,1,0.3677,2.3,Divorced,Owned,0,6149.0,2773,10174,Good,Good,Approved
56,Other,Self-Employed,Self-employed,Bachelor,62328,5194.0,1454.14,658,23989,0,0.28,3.7,Married,Mortgaged,0,4561.0,1677,11543,Good,Good,Approved
65,Male,Manager,Part-time,High School,62244,5187.0,2170.77,469,13876,0,0.4185,17.8,Married,Owned,1,10829.0,7420,4109,Bad,Bad,Rejected
40,Male,Accountant,Full-time,High School,38403,3200.25,1195.12,816,13071,1,0.4604,3.4,Married,Owned,1,10696.0,4406,7864,Good,Good,Approved
21,Male,Student,Part-time,High School,8783,731.92,601.46,355,2000,0,0.8218,0.0,Single,Owned,0,3484.0,1211,951,Good,Bad,Rejected
28,Other,Sales Executive,Full-time,Master,89749,7479.08,2824.1,342,15742,1,0.3999,3.6,Married,Owned,3,22379.0,8805,8811,Bad,Bad,Rejected
66,Male,Retired,Unemployed,Master,21087,1757.25,663.63,700,4963,1,0.472,0.0,Married,Rented,3,3679.0,1910,4503,Good,None,Approved
36,Female,Self-Employed,Full-time,Bachelor,63724,5310.33,2716.57,428,18324,4,0.6731,0.7,Married,With Parents,2,2022.0,1310,3969,None,Bad,Rejected
34,Female,Self-Employed,Full-time,Master,108537,9044.75,3333.6,638,18583,1,0.399,0.9,Married,Owned,2,33341.0,15222,6719,Good,Good,Approved
32,Male,Sales Executive,Full-time,Bachelor,55264,4605.33,1611.95,720,25522,1,0.4293,8.4,Single,Rented,0,3472.0,1973,11679,Good,Bad,Approved
71,Female,Retired,Unemployed,Bachelor,21001,1750.08,615.26,574,9109,0,0.3516,0.0,Single,Mortgaged,4,6454.0,2458,2339,Good,Bad,Rejected
43,Male,Manager,Full-time,High School,76989,6415.75,1982.34,381,11985,0,0.309,11.2,Single,Rented,0,2064.0,1495,7297,None,None,Rejected
35,Male,Teacher,Contract,Bachelor,53816,4484.67,2279.14,597,9234,0,0.5082,11.0,Single,Mortgaged,0,5587.0,2806,4481,Bad,None,Rejected
48,Female,Manager,Full-time,Bachelor,69769,5814.08,1709.28,760,41327,1,0.333,22.5,Married,Rented,2,1202.0,919,16454,None,Good,Approved
54,Female,Accountant,Full-time,Bachelor,80785,6732.08,3518.07,662,40285,0,0.5226,20.6,Married,Owned,0,22000.0,13071,1916,None,Good,Approved
22,Female,Software Engineer,Full-time,Bachelor,78092,6507.67,2180.33,377,26029,1,0.3843,0.3,Single,With Parents,1,5057.0,1624,7041,Bad,Good,Rejected
52,Female,Manager,Full-time,Bachelor,112206,9350.5,4860.65,843,29719,0,0.5198,19.8,Single,Rented,0,37383.0,27199,5613,Good,Good,Approved
43,Male,Teacher,Full-time,Bachelor,67672,5639.33,2747.74,672,44263,1,0.5284,12.9,Single,Owned,1,25299.0,11435,11491,None,Good,Approved
42,Male,Nurse,Full-time,Master,107333,8944.42,3797.77,651,32668,0,0.4246,16.6,Single,Owned,1,20614.0,12313,8811,Good,Good,Approved
71,Male,Retired,Unemployed,Bachelor,28781,2398.42,1081.31,667,5146,0,0.4508,0.0,Married,With Parents,0,7626.0,3593,4793,Bad,Good,Approved
45,Male,Accountant,Full-time,Bachelor,75527,6293.92,2188.73,795,14685,3,0.5263,9.1,Single,Mortgaged,0,20360.0,8304,20074,Good,Good,Approved
42,Male,Nurse,Full-time,Bachelor,56045,4670.42,1972.17,463,7138,1,0.465,17.4,Married,Rented,1,9893.0,3485,5468,Good,Bad,Rejected
42,Male,Nurse,Full-time,Bachelor,59017,4918.08,1660.94,531,17047,0,0.3377,2.2,Married,Mortgaged,1,1889.0,1221,8154,None,None,Rejected
69,Male,,Unemployed,Bachelor,19114,1592.83,590.43,539,2587,1,0.5285,0.0,Married,Rented,0,2414.0,1173,3453,Bad,Bad,Rejected
72,Male,Retired,Unemployed,High School,32081,2673.42,1281.63,513,8384,0,0.4794,0.0,Married,Owned,3,3804.0,1278,3694,Bad,None,Rejected
62,Female,Manager,Contract,Bachelor,95664,7972.0,2576.39,577,26744,2,0.3969,,Married,Rented,0,22148.0,14874,399,Bad,None,Rejected
26,Female,Sales Executive,Full-time,High School,29711,2475.92,1242.05,715,10566,2,0.764,1.5,Single,Rented,2,388.0,0,5075,Good,None,Approved
35,Male,Nurse,Full-time,Bachelor,47948,3995.67,1449.49,705,34657,0,0.3628,9.6,Single,Rented,0,9724.0,4812,6590,Good,None,Approved
74,Female,Retired,Unemployed,Bachelor,29183,2431.92,996.24,589,13139,2,0.6739,0.0,Single,Owned,0,6918.0,4292,1985,Good,Bad,Rejected
63,Female,Accountant,Part-time,Bachelor,81340,6778.33,3610.06,688,42311,0,0.5326,1.2,Single,Owned,0,5732.0,2000,3021,None,Good,Approved
57,Male,Accountant,Part-time,High School,34275,2856.25,1297.81,497,3984,2,0.6706,13.7,Divorced,Mortgaged,0,10610.0,8481,2018,None,Bad,Rejected
53,Female,,Full-time,Bachelor,58580,4881.67,2165.91,596,11250,0,0.4437,0.9,Married,Mortgaged,0,4705.0,2410,3504,None,Good,Approved
28,Female,Manager,Full-time,High School,51566,4297.17,1991.66,606,20070,0,0.4635,4.9,Widowed,Rented,0,9730.0,5535,9069,None,None,Approved
73,Female,Retired,Unemployed,Master,33247,2770.58,1455.76,612,23232,2,0.7484,0.0,Married,Mortgaged,0,6711.0,5028,1656,Bad,None,Rejected
64,Male,Self-Employed,Full-time,Master,79480,6623.33,2149.63,417,10676,0,0.3246,25.6,Divorced,Rented,0,912.0,695,9462,None,Bad,Rejected
64,Female,Teacher,Full-time,PhD,108597,9049.75,3927.34,480,29059,5,0.5633,32.7,Married,Mortgaged,1,19768.0,12390,13970,Bad,None,Rejected
25,Male,Teacher,Full-time,Bachelor,75156,6263.0,2318.05,759,53395,0,0.3701,1.3,Single,Owned,3,7575.0,5883,4928,None,Good,Approved
59,Female,Teacher,Full-time,Bachelor,71215,5934.58,1504.75,687,53702,0,0.2536,21.8,Married,Rented,0,1515.0,1012,12752,Good,Good,Approved
24,Female,Software Engineer,Full-time,High School,61754,5146.17,1479.99,482,24567,1,0.355,1.1,Single,Rented,2,1335.0,991,2950,Bad,Bad,Rejected
26,Female,Student,Full-time,Bachelor,10741,895.08,752.99,717,6810,0,0.8413,3.8,Divorced,Owned,2,622.0,344,1106,Good,None,Approved
65,Female,Accountant,Full-time,Bachelor,79289,6607.42,3399.14,711,12092,0,0.5144,30.6,Married,Rented,1,3742.0,1669,8504,Good,Bad,Approved
52,Female,Software Engineer,Full-time,Bachelor,79091,6590.92,3211.98,738,56156,0,0.4873,21.7,Single,Mortgaged,2,5826.0,2238,12929,Good,Good,Approved
72,Male,Retired,Unemployed,Master,27116,2259.67,940.02,484,9761,5,0.9418,0.0,Married,Rented,3,4967.0,3482,3924,Bad,Bad,Rejected
50,Male,Self-Employed,Full-time,High School,27094,2257.83,614.49,652,13278,2,0.4116,3.1,Married,Mortgaged,0,1265.0,858,1697,Bad,Good,Approved
67,Female,Software Engineer,Full-time,Master,141399,11783.25,3956.48,530,10407,0,0.3358,16.4,Divorced,Rented,1,16127.0,11065,20300,Bad,None,Rejected
55,Male,Nurse,Full-time,Bachelor,60369,5030.75,1811.13,796,26179,0,0.36,3.9,Married,Rented,1,10040.0,7550,341,Good,None,Approved
75,Male,Retired,Unemployed,Bachelor,25061,2088.42,911.63,605,6202,0,0.4365,0.0,Single,Rented,0,597.0,228,3355,Bad,Good,Rejected
60,Male,Nurse,Self-employed,High School,38473,3206.08,863.97,739,15753,1,0.3746,14.9,Married,Owned,0,5150.0,2716,440,Good,Good,Approved
72,Male,Nurse,Full-time,High School,27516,2293.0,937.97,571,16699,4,0.7993,24.6,Single,Rented,3,6511.0,4596,276,Bad,Bad,Rejected
36,Female,Manager,Part-time,Bachelor,98577,8214.75,4275.28,664,55921,1,0.5586,0.6,Married,Rented,2,4493.0,2409,19016,Good,None,Approved
33,Female,Sales Executive,Full-time,Bachelor,61484,5123.67,2365.24,842,39718,0,0.4616,2.1,Divorced,Mortgaged,0,1678.0,1071,3928,None,Good,Approved
70,Female,Retired,Unemployed,High School,22937,1911.42,934.92,645,9944,1,0.6063,0.0,Single,Rented,0,,377,1058,None,Good,Approved
62,Female,Nurse,Contract,Bachelor,55344,4612.0,2096.17,683,25322,5,0.6806,19.1,Married,Owned,3,982.0,343,11223,Good,Good,Approved
50,Male,Software Engineer,Self-employed,Master,107684,8973.67,2799.58,675,81299,1,0.3364,9.1,Divorced,Owned,0,7970.0,4913,951,Good,Good,Approved
39,Male,Self-Employed,Full-time,Master,84005,7000.42,1982.13,751,45516,4,0.3961,8.2,Single,With Parents,1,28903.0,22522,9291,Good,Good,Approved
37,Female,Software Engineer,Full-time,Master,98426,8202.17,4091.63,363,30673,0,0.4988,9.6,Single,Rented,0,8318.0,6056,357,Bad,Good,Rejected
39,Male,Manager,Full-time,Bachelor,93975,7831.25,3591.81,796,53111,1,0.499,6.4,Married,Mortgaged,0,10182.0,7903,6674,Good,None,Approved
48,Female,Self-Employed,Full-time,Bachelor,53058,4421.5,1868.17,714,29093,1,0.4648,2.0,Single,Rented,0,3092.0,1234,12323,None,None,Approved
75,Female,Retired,Unemployed,Bachelor,18066,1505.5,461.86,682,13359,1,0.5295,0.0,Single,Rented,0,3487.0,2777,3202,Good,Good,Approved
46,Male,Teacher,Full-time,Bachelor,83716,6976.33,3006.82,587,29262,1,0.4615,22.5,Widowed,Rented,0,14247.0,11012,2872,Good,Bad,Approved
57,Female,Student,Full-time,High School,12356,1029.67,751.36,523,2467,0,0.7297,18.6,Married,Owned,1,636.0,412,421,None,None,Rejected
46,Female,Self-Employed,Part-time,High School,45549,3795.75,1304.09,465,8331,0,0.3436,19.9,Married,Rented,1,10086.0,3463,3743,Bad,Bad,Rejected
73,Female,Retired,Unemployed,Bachelor,23616,1968.0,753.98,750,15011,3,0.9552,0.0,Married,Rented,0,8470.0,6129,731,Good,Good,Approved
43,Male,Accountant,Full-time,High School,37518,3126.5,894.71,489,13279,0,0.2862,4.1,Married,Rented,2,19167.0,7178,2446,Bad,Bad,Rejected
29,Male,Accountant,Full-time,Bachelor,73722,6143.5,1756.93,708,25821,5,0.4381,2.1,Married,Mortgaged,1,11407.0,6308,15244,Bad,Good,Approved
32,Female,Self-Employed,Part-time,High School,34005,2833.75,1325.54,721,6788,1,0.6089,5.3,Single,Owned,0,5809.0,1929,5025,Good,Good,Approved
73,Male,Retired,Unemployed,High School,21933,1827.75,769.33,663,9779,0,0.4209,0.0,Single,Rented,0,1794.0,626,1578,Good,Good,Approved
21,Male,Self-Employed,Full-time,Bachelor,62421,5201.75,2133.36,442,24626,3,0.5703,0.5,Single,Owned,0,22053.0,11145,9532,Good,Bad,Rejected
21,Female,Accountant,Full-time,Bachelor,71107,5925.58,2285.68,597,17248,2,0.5169,0.4,Single,Owned,3,5297.0,3593,4575,Bad,Bad,Rejected
67,Male,Retired,Unemployed,Bachelor,30470,2539.17,1378.68,424,6343,0,0.543,0.0,Single,Rented,1,1112.0,789,1366,None,Good,Rejected
54,Female,Nurse,Full-time,High School,34991,2915.92,772.54,850,10146,0,0.2649,10.9,Married,Owned,0,7011.0,2874,118,Good,Good,Approved
52,Female,Self-Employed,Self-employed,High School,39710,3309.17,1006.61,639,29618,2,0.5215,13.5,Single,Rented,2,12565.0,6188,8569,Good,Good,Approved
74,Female,Retired,Unemployed,Bachelor,31570,2630.83,1168.75,678,15331,2,0.6315,0.0,Widowed,Owned,0,5024.0,2793,2287,Good,Bad,Rejected
68,Male,Retired,Unemployed,Bachelor,25800,2150.0,625.46,700,13032,2,0.5896,0.0,Married,Owned,0,7190.0,4771,2850,Bad,Bad,Rejected
45,Female,Manager,Self-employed,Bachelor,69474,5789.5,2471.04,613,7349,1,0.461,1.8,Married,Owned,1,14765.0,11769,3945,None,Good,Approved
60,Male,Accountant,Full-time,Bachelor,66856,5571.33,2341.79,598,37235,0,0.4203,1.3,Married,Owned,2,10754.0,7926,4904,Bad,None,Rejected
65,Male,Nurse,Full-time,Master,79920,6660.0,3605.07,452,12565,2,0.6306,33.0,Married,Mortgaged,0,969.0,677,7076,None,Bad,Rejected
73,Female,Sales Executive,Full-time,Bachelor,66401,5533.42,2849.8,583,30504,0,0.515,7.0,Married,Rented,2,,3357,7791,Bad,Good,Rejected
21,Male,Self-Employed,Full-time,Bachelor,78118,6509.83,3474.07,778,36851,0,0.5337,0.3,Single,Mortgaged,0,1307.0,472,242,Good,None,Approved
36,Male,Software Engineer,Part-time,Bachelor,101234,8436.17,2396.55,635,52090,0,0.2841,11.3,Married,Owned,0,17285.0,9243,7240,Bad,Bad,Rejected
59,Female,Nurse,Contract,Bachelor,77638,6469.83,3302.49,625,52520,0,0.5104,16.6,Married,Mortgaged,4,20022.0,14778,189,Bad,Good,Approved
25,Male,Accountant,Full-time,Bachelor,55138,4594.83,1326.65,383,8525,1,0.3535,2.0,Married,Rented,1,9319.0,4521,1455,Bad,None,Rejected
42,Male,Software Engineer,Full-time,Bachelor,110496,9208.0,4050.41,644,30862,0,0.4399,19.0,Married,Owned,2,12695.0,6649,19884,None,Good,Approved
49,Female,Student,Part-time,Bachelor,15017,1251.42,926.32,493,4933,0,0.7402,13.6,Married,Rented,2,5933.0,1824,2404,Bad,Bad,Rejected
75,Female,Self-Employed,Self-employed,High School,35337,2944.75,1295.09,679,21311,0,0.4398,30.9,Married,Rented,3,2965.0,950,3497,Good,Good,Approved
23,Female,Sales Executive,Full-time,High School,47190,3932.5,1045.02,684,12171,1,0.3385,0.8,Single,Rented,0,10154.0,5632,3411,Good,Good,Approved
32,Male,Self-Employed,Full-time,Bachelor,56640,4720.0,1595.26,792,5697,0,0.338,1.7,Married,Rented,0,2356.0,1202,566,Good,Good,Approved
46,Male,Student,Part-time,Master,10850,904.17,671.74,713,6142,0,0.7429,17.3,Married,Rented,2,1768.0,785,616,None,None,Approved
36,Male,Student,Part-time,High School,13169,1097.42,889.92,757,2765,2,1.2126,0.9,Married,Owned,1,3124.0,1986,431,Good,Good,Approved
71,Male,Retired,Unemployed,PhD,28228,2352.33,1188.36,850,21732,0,0.5052,0.0,Married,Rented,1,1629.0,509,540,Good,Good,Approved
57,Female,Manager,Contract,Bachelor,79970,6664.17,1819.33,378,20915,0,0.273,22.0,Married,Mortgaged,0,18477.0,12538,4073,Bad,Bad,Rejected
42,Male,Software Engineer,Full-time,PhD,158465,13205.42,4709.85,593,110094,4,0.472,11.3,Married,Rented,0,4035.0,1964,8655,Good,None,Approved
49,Male,Manager,Full-time,Master,121133,10094.42,5248.42,639,80424,0,0.5199,3.0,Married,Rented,1,1674.0,1164,16889,None,Bad,Rejected
34,Female,Nurse,Full-time,Bachelor,59283,4940.25,1410.18,601,29075,0,0.2854,10.9,Single,Rented,0,16572.0,12947,3417,None,Good,Approved
48,Female,Self-Employed,Full-time,High School,35992,2999.33,1029.37,563,14643,1,0.4587,18.9,Divorced,Mortgaged,0,3142.0,2125,5554,Bad,Bad,Rejected
25,Female,Accountant,Full-time,High School,38984,3248.67,1570.82,562,17455,2,0.6577,1.4,Single,Rented,0,14556.0,7115,3241,Bad,None,Rejected
67,Male,Retired,Unemployed,High School,25444,2120.33,875.62,746,16846,2,0.7332,0.0,Married,Owned,0,8178.0,6460,347,Good,Good,Approved
69,Male,Retired,Unemployed,Bachelor,30171,2514.25,1256.37,499,8271,0,0.4997,0.0,Married,Rented,2,3964.0,2877,3059,Bad,Bad,Rejected
50,Male,Software Engineer,Self-employed,High School,56546,4712.17,1335.8,634,13797,1,0.3175,13.9,Married,Rented,2,3760.0,1962,4514,Good,Good,Approved
66,Male,Retired,Unemployed,Bachelor,25169,2097.42,1103.59,561,13252,1,0.6789,0.0,Married,Rented,0,2922.0,1806,3802,Bad,Good,Rejected
72,Female,Retired,Unemployed,Bachelor,32668,2722.33,1444.12,551,12520,0,0.5305,0.0,Single,Rented,0,14784.0,10796,2658,None,Bad,Rejected
25,Female,Accountant,Full-time,Master,98285,8190.42,2429.23,613,14045,0,0.2966,2.8,Single,Rented,1,4275.0,3112,14921,Good,None,Approved
32,Female,Sales Executive,Part-time,High School,25094,2091.17,544.04,630,9206,1,0.4201,2.6,Single,Mortgaged,0,3107.0,1867,2947,Good,Good,Approved
36,Female,Accountant,Full-time,High School,33035,2752.92,1505.72,601,8566,0,0.547,13.6,Single,Rented,2,18260.0,10201,2325,Good,Good,Approved
46,Male,Nurse,Full-time,High School,37570,3130.83,1235.66,356,12905,0,0.3947,18.2,Single,Rented,2,733.0,235,142,Bad,None,Rejected
46,Female,Software Engineer,Full-time,Master,122499,10208.25,4304.03,803,21253,0,0.4216,12.9,Married,Rented,2,72297.0,54944,2552,None,Good,Approved
68,Male,Accountant,Full-time,Bachelor,71027,5918.92,2573.38,731,25032,0,0.4348,12.9,Married,Owned,1,33632.0,13728,17778,Good,Good,Approved
41,Female,Student,Full-time,High School,12208,1017.33,918.65,763,7164,0,0.903,4.1,Single,With Parents,0,1662.0,1007,2336,Good,Good,Approved
59,Female,Student,Full-time,High School,11761,980.08,744.04,446,4282,0,0.7592,17.5,Divorced,Rented,1,737.0,233,1826,None,None,Rejected
56,Male,Accountant,Full-time,High School,34143,2845.25,1459.76,568,11428,0,0.5131,24.4,Divorced,Rented,0,3655.0,1778,1032,None,None,Approved
53,Male,Sales Executive,Full-time,High School,40728,3394.0,1682.93,645,21362,3,0.683,22.0,Married,Mortgaged,0,23902.0,14155,1783,Good,Good,Approved
50,Female,Self-Employed,Full-time,Master,99381,8281.75,3604.93,583,35931,0,0.4353,27.1,Married,Owned,0,17528.0,6059,2122,None,Good,Approved
57,Male,Teacher,Self-employed,Bachelor,68946,5745.5,3150.89,641,16686,0,0.5484,14.7,Married,Mortgaged,0,8119.0,5224,12298,Good,None,Approved
43,Male,Self-Employed,Full-time,Bachelor,65866,5488.83,2582.8,497,10802,3,0.6597,16.5,Married,Mortgaged,0,12404.0,9474,4477,Bad,Bad,Rejected
30,Male,Nurse,Full-time,Master,82590,6882.5,2166.27,709,45022,2,0.3639,7.9,Divorced,Mortgaged,0,3696.0,2068,6145,Good,Good,Approved
74,Female,Retired,Unemployed,High School,26711,2225.92,1121.85,664,16064,0,0.504,0.0,Married,Owned,1,1781.0,981,4881,None,None,Approved
25,Female,Software Engineer,Full-time,Bachelor,110171,9180.92,3437.52,516,19799,0,0.3744,2.5,Single,Rented,4,3969.0,2277,12764,None,Bad,Rejected
56,Female,Sales Executive,Full-time,Master,103101,8591.75,2241.12,376,10659,1,0.2836,9.9,Divorced,Owned,0,11001.0,7915,8691,Bad,Bad,Rejected
54,Male,Accountant,Full-time,Bachelor,58676,4889.67,1693.91,652,11599,3,0.5868,2.1,Married,Rented,1,2019.0,680,4072,Good,None,Approved
72,Female,Retired,Unemployed,Bachelor,28419,2368.25,1134.55,591,19007,0,0.4791,0.0,Single,Rented,0,760.0,442,5273,Bad,Bad,Rejected
51,Male,Sales Executive,Full-time,High School,37616,3134.67,1686.65,673,20963,0,0.5381,,Married,Owned,3,,870,1310,Good,Good,Approved
30,Female,Teacher,Full-time,High School,37274,3106.17,1033.86,666,22723,2,0.5093,6.8,Single,Rented,0,729.0,431,1749,None,Good,Approved
39,Female,Manager,Full-time,High School,63829,5319.08,1723.14,641,28198,0,0.324,9.4,Single,Rented,2,549.0,372,2236,Good,Good,Approved
52,Male,Manager,Full-time,Bachelor,74986,6248.83,2618.79,611,31503,1,0.4819,6.7,Divorced,Mortgaged,0,32461.0,13273,9877,Good,Good,Approved
21,Male,Student,Part-time,Bachelor,9891,824.25,730.81,634,2451,1,1.1743,0.0,Single,Rented,2,1148.0,649,1769,None,None,Rejected
25,Male,Student,Full-time,Master,14106,1175.5,1008.4,823,3072,0,0.8578,2.8,Single,Owned,0,3962.0,1583,726,Good,Good,Approved
65,Male,Teacher,Full-time,Bachelor,79712,6642.67,2143.12,369,8279,0,0.3226,29.3,Divorced,Owned,0,19773.0,9104,5317,None,Bad,Rejected
24,Male,Teacher,Self-employed,Master,69999,5833.25,2215.31,817,55596,1,0.448,0.8,Single,Mortgaged,0,14607.0,9344,16493,Good,Good,Approved
36,Female,Accountant,Self-employed,Master,89625,7468.75,2439.37,500,30231,1,0.3545,0.6,Single,Rented,0,617.0,358,7424,Bad,Bad,Rejected
44,Female,Self-Employed,Self-employed,High School,39273,3272.75,1686.53,352,10570,2,0.7102,19.2,Single,Rented,2,2193.0,1452,2616,None,Bad,Rejected
36,Male,Accountant,Self-employed,Bachelor,43513,3626.08,1028.96,424,5440,2,0.3856,6.7,Single,Owned,1,26337.0,11104,6230,Good,Bad,Rejected
75,Male,,Unemployed,High School,23491,1957.58,888.59,617,7901,0,0.4539,0.0,Married,Rented,0,3038.0,1835,4253,None,Good,Approved
22,Male,Software Engineer,Full-time,Bachelor,93686,7807.17,2561.42,544,16186,1,0.3662,0.3,Single,Mortgaged,4,19841.0,12456,3095,None,Bad,Rejected
69,Female,Retired,Unemployed,Master,25491,2124.25,834.14,682,11072,0,0.3927,0.0,Married,Mortgaged,1,1011.0,424,4877,Good,Good,Approved
48,Male,Software Engineer,Full-time,High School,67039,5586.58,1898.45,705,26507,1,,14.8,Married,Owned,3,2778.0,1179,3739,Good,Bad,Approved
52,Female,Accountant,Full-time,Bachelor,79337,6611.42,2293.99,488,29906,0,0.347,22.4,Single,Rented,0,1033.0,519,4228,Bad,Bad,Rejected
47,Female,Accountant,Full-time,Bachelor,56685,4723.75,1549.95,630,34269,1,0.396,13.3,Divorced,Owned,3,6410.0,3134,12230,Good,None,Approved
40,Female,Sales Executive,Full-time,Bachelor,65490,5457.5,2596.89,585,10280,1,0.5353,5.0,Married,With Parents,0,16697.0,10672,2253,Bad,Bad,Rejected
44,Female,Software Engineer,Part-time,Bachelor,90086,7507.17,2700.44,594,31707,1,0.395,8.4,Divorced,Rented,1,19532.0,8164,2754,Good,Bad,Approved
32,Male,Self-Employed,Full-time,Bachelor,66329,5527.42,2586.32,739,12806,2,0.5615,3.2,Married,Mortgaged,0,561.0,445,4322,None,Good,Approved
70,Female,Retired,Unemployed,High School,28024,2335.33,903.35,627,8282,0,0.3868,0.0,Divorced,Rented,1,8918.0,4086,4645,Good,Bad,Rejected
55,Male,Software Engineer,Full-time,High School,90712,7559.33,3130.88,574,69959,0,0.4142,6.5,Divorced,Mortgaged,1,14769.0,9386,7484,Bad,Bad,Rejected
53,Male,Self-Employed,Full-time,High School,42820,3568.33,1473.67,747,25421,0,0.413,6.3,Married,Mortgaged,0,5900.0,3509,3018,Good,Good,Approved
53,Female,Nurse,Full-time,Bachelor,49585,4132.08,2242.71,430,2615,3,0.7006,17.6,Single,Owned,4,3446.0,1657,3168,None,Bad,Rejected
71,Female,Retired,Unemployed,High School,24219,2018.25,726.81,600,7997,0,0.3601,0.0,Single,With Parents,4,2092.0,1462,3720,None,Bad,Rejected
63,Female,Software Engineer,Part-time,Master,105998,8833.17,2758.65,438,21575,0,0.3123,19.5,Married,Mortgaged,3,23711.0,14398,11829,Bad,Bad,Rejected
57,Male,Software Engineer,Full-time,Bachelor,77411,6450.92,3377.3,752,40389,3,0.6476,30.9,Single,Rented,4,13943.0,10246,15824,Good,Good,Approved
32,Male,Teacher,Contract,Bachelor,51658,4304.83,1302.0,639,23236,2,0.3789,8.3,Married,Mortgaged,2,1536.0,558,8993,Good,Good,Approved
23,Female,Teacher,Full-time,Bachelor,63260,5271.67,2637.56,600,9415,2,0.6024,0.8,Single,Rented,4,4809.0,3380,12798,Bad,Bad,Rejected
21,Male,Student,Part-time,Bachelor,10668,889.0,768.7,590,4916,0,0.8647,0.0,Single,Mortgaged,2,1050.0,667,855,None,None,Rejected
53,Female,Software Engineer,Self-employed,Master,103965,8663.75,2557.21,596,19876,2,0.3652,27.2,Married,Owned,0,2417.0,1309,2310,Bad,Bad,Rejected
60,Female,Manager,Full-time,High School,78184,6515.33,3433.1,717,36233,1,0.5725,14.7,Married,Rented,2,8516.0,6007,9280,None,Good,Approved
30,Female,Accountant,Part-time,High School,31477,2623.08,1100.39,699,8569,1,0.5527,2.7,Single,Owned,3,12064.0,8257,5718,Good,Good,Approved
63,Male,Teacher,Part-time,Bachelor,60679,5056.58,1763.64,787,12192,0,0.3488,16.2,Married,Mortgaged,2,1472.0,601,12005,Good,Good,Approved
64,Male,Student,Full-time,High School,13334,1111.17,880.93,544,2010,1,1.1361,21.8,Married,With Parents,0,1681.0,944,2083,None,None,Rejected
49,Male,Software Engineer,Part-time,High School,60646,5053.83,2332.37,606,10293,0,0.4615,7.7,Married,Rented,0,6663.0,3435,1078,None,Good,Approved
33,Female,Nurse,Full-time,Bachelor,53634,4469.5,1633.54,557,16025,0,0.3655,8.6,Married,Rented,2,6465.0,3812,5396,Bad,Bad,Rejected
32,Male,Accountant,Full-time,High School,33645,2803.75,907.93,639,23782,1,0.401,5.6,Married,Rented,3,1886.0,722,5053,Bad,Good,Rejected
51,Female,Software Engineer,Self-employed,Bachelor,123624,10302.0,4360.04,567,38943,0,0.4232,6.5,Divorced,Owned,0,,11048,5561,Bad,None,Rejected
66,Male,Retired,Unemployed,High School,25977,2164.75,812.53,850,11148,0,0.3753,0.0,Married,Rented,0,1737.0,1281,3144,Good,Good,Approved
22,Other,Manager,Full-time,Master,99272,8272.67,2479.67,636,46048,0,0.2997,0.2,Single,Rented,0,12505.0,8370,21707,Good,None,Approved
71,Male,Retired,Unemployed,Bachelor,29764,2480.33,734.66,764,6691,2,0.6078,0.0,Single,Owned,1,20693.0,6799,5595,Good,None,Approved
70,Male,Retired,Unemployed,Bachelor,26715,2226.25,1029.06,572,10933,0,0.4622,0.0,Married,Owned,0,,3972,1969,None,Bad,Rejected
55,Male,Self-Employed,Full-time,Bachelor,91705,7642.08,4145.08,425,31963,2,0.6328,20.2,Married,Rented,1,10364.0,5724,8163,None,Good,Rejected
43,Female,,Full-time,Master,79376,6614.67,2116.22,724,12411,1,0.3527,2.6,Married,Rented,3,31819.0,15810,2065,Good,Good,Approved
37,Female,Nurse,Full-time,High School,44102,3675.17,1771.23,447,16449,1,0.5332,9.1,Single,Mortgaged,1,2789.0,1574,2121,None,Bad,Rejected
46,Female,Self-Employed,Full-time,Master,105705,8808.75,2433.7,642,75027,0,0.2763,17.5,Married,Owned,0,2107.0,830,21991,Good,Bad,Approved
28,Male,Student,Full-time,Bachelor,11313,942.75,779.35,610,7908,1,1.0514,4.1,Married,Owned,3,1979.0,1081,1639,Good,Good,Rejected
